,condition
31328,T1
31329,T1
31330,T1
31331,T1
31332,T1
31333,T1
31334,T1
31335,T1
31336,T1
31337,T1
31338,T1
31339,T1
31340,T1
31341,T1
31342,T1
31343,T1
31344,T1
31345,T1
31346,T1
31347,T1
31348,T1
31349,T1
31350,T1
31351,T1
31352,T1
31353,T1
31354,T1
31355,T1
31356,T1
31357,T1
31358,T1
31359,T1
31360,T1
31361,T1
31362,T1
31363,T1
31364,T1
31365,T1
31366,T1
31367,T1
31368,T1
31369,T1
31370,T1
31371,T1
31372,T1
31373,T1
31374,T1
31375,T1
31376,T1
31377,T1
31378,T1
31379,T1
31380,T1
31381,T1
31382,T1
31383,T1
31384,T1
31385,T1
31386,T1
31387,T1
31388,T1
31389,T1
31390,T1
31391,T1
31392,T1
31393,T1
31394,T1
31395,T1
31396,T1
31397,T1
31398,T1
31399,T1
31400,T1
31401,T1
31402,T1
31403,T1
31404,T1
31405,T1
31406,T1
31407,T1
31408,T1
31409,T1
31410,T1
31411,T1
31412,T1
31413,T1
31414,T1
31415,T1
31416,T1
31417,T1
31418,T1
31419,T1
31420,T1
31421,T1
31422,T1
31423,T1
31424,T1
31425,T1
31426,T1
31427,T1
31428,T1
31429,T1
31430,T1
31431,T1
31432,T1
31433,T1
31434,T1
31435,T1
31436,T1
31437,T1
31438,T1
31439,T1
31440,T1
31441,T1
31442,T1
31443,T1
31444,T1
31445,T1
31446,T1
31447,T1
31448,T1
31449,T1
31450,T1
31451,T1
31452,T1
31453,T1
31454,T1
31455,T1
31456,T1
31457,T1
31458,T1
31459,T1
31460,T1
31461,T1
31462,T1
31463,T1
31464,T1
31465,T1
31466,T1
31467,T1
31468,T1
31469,T1
31470,T1
31471,T1
31472,T1
31473,T1
31474,T1
31475,T1
31476,T1
31477,T1
31478,T1
31479,T1
31480,T1
31481,T1
31482,T1
31483,T1
31484,T1
31485,T1
31486,T1
31487,T1
31488,T1
31489,T1
31490,T1
31491,T1
31492,T1
31493,T1
31494,T1
31495,T1
31496,T1
31497,T1
31498,T1
31499,T1
31500,T1
31501,T1
31502,T1
31503,T1
31504,T1
31505,T1
31506,T1
31507,T1
31508,T1
31509,T1
31510,T1
31511,T1
31512,T1
31513,T1
31514,T1
31515,T1
31516,T1
31517,T1
31518,T1
31519,T1
31520,T1
31521,T1
31522,T1
31523,T1
31524,T1
31525,T1
31526,T1
31527,T1
31528,T1
31529,T1
31530,T1
31531,T1
31532,T1
31533,T1
31534,T1
31535,T1
31536,T1
31537,T1
31538,T1
31539,T1
31540,T1
31541,T1
31542,T1
31543,T1
31544,T1
31545,T1
31546,T1
31547,T1
31548,T1
31549,T1
31550,T1
31551,T1
31552,T1
31553,T1
31554,T1
31555,T1
31556,T1
31557,T1
31558,T1
31559,T1
31560,T1
31561,T1
31562,T1
31563,T1
31564,T1
31565,T1
31566,T1
31567,T1
31568,T1
31569,T1
31570,T1
31571,T1
31572,T1
31573,T1
31574,T1
31575,T1
31576,T1
31577,T1
31578,T1
31579,T1
31580,T1
31581,T1
31582,T1
31583,T1
31584,T1
31585,T1
31586,T1
31587,T1
31588,T1
31589,T1
31590,T1
31591,T1
31592,T1
31593,T1
31594,T1
31595,T1
31596,T1
31597,T1
31598,T1
31599,T1
31600,T1
31601,T1
31602,T1
31603,T1
31604,T1
31605,T1
31606,T1
31607,T1
31608,T1
31609,T1
31610,T1
31611,T1
31612,T1
31613,T1
31614,T1
31615,T1
31616,T1
31617,T1
31618,T1
31619,T1
31620,T1
31621,T1
31622,T1
31623,T1
31624,T1
31625,T1
31626,T1
31627,T1
31628,T1
31629,T1
31630,T1
31631,T1
31632,T1
31633,T1
31634,T1
31635,T1
31636,T1
31637,T1
31638,T1
31639,T1
31640,T1
31641,T1
31642,T1
31643,T1
31644,T1
31645,T1
31646,T1
31647,T1
31648,T1
31649,T1
31650,T1
31651,T1
31652,T1
31653,T1
31654,T1
31655,T1
31656,T1
31657,T1
31658,T1
31659,T1
31660,T1
31661,T1
31662,T1
31663,T1
31664,T1
31665,T1
31666,T1
31667,T1
31668,T1
31669,T1
31670,T1
31671,T1
31672,T1
31673,T1
31674,T1
31675,T1
31676,T1
31677,T1
31678,T1
31679,T1
31680,T1
31681,T1
31682,T1
31683,T1
31684,T1
31685,T1
31686,T1
31687,T1
31688,T1
31689,T1
31690,T1
31691,T1
31692,T1
31693,T1
31694,T1
31695,T1
31696,T1
31697,T1
31698,T1
31699,T1
31700,T1
31701,T1
31702,T1
31703,T1
31704,T1
31705,T1
31706,T1
31707,T1
31708,T1
31709,T1
31710,T1
31711,T1
31712,T1
31713,T1
31714,T1
31715,T1
31716,T1
31717,T1
31718,T1
31719,T1
31720,T1
31721,T1
31722,T1
31723,T1
31724,T1
31725,T1
31726,T1
31727,T1
31728,T1
31729,T1
31730,T1
31731,T1
31732,T1
31733,T1
31734,T1
31735,T1
31736,T1
31737,T1
31738,T1
31739,T1
31740,T1
31741,T1
31742,T1
31743,T1
31744,T1
31745,T1
31746,T1
31747,T1
31748,T1
31749,T1
31750,T1
31751,T1
31752,T1
31753,T1
31754,T1
31755,T1
31756,T1
31757,T1
31758,T1
31759,T1
31760,T1
31761,T1
31762,T1
31763,T1
31764,T1
31765,T1
31766,T1
31767,T1
31768,T1
31769,T1
31770,T1
31771,T1
31772,T1
31773,T1
31774,T1
31775,T1
31776,T1
31777,T1
31778,T1
31779,T1
31780,T1
31781,T1
31782,T1
31783,T1
31784,T1
31785,T1
31786,T1
31787,T1
31788,T1
31789,T1
31790,T1
31791,T1
31792,T1
31793,T1
31794,T1
31795,T1
31796,T1
31797,T1
31798,T1
31799,T1
31800,T1
31801,T1
31802,T1
31803,T1
31804,T1
31805,T1
31806,T1
31807,T1
31808,T1
31809,T1
31810,T1
31811,T1
31812,T1
31813,T1
31814,T1
31815,T1
31816,T1
31817,T1
31818,T1
31819,T1
31820,T1
31821,T1
31822,T1
31823,T1
31824,T1
31825,T1
31826,T1
31827,T1
31828,T1
31829,T1
31830,T1
31831,T1
31832,T1
31833,T1
31834,T1
31835,T1
31836,T1
31837,T1
31838,T1
31839,T1
31840,T1
31841,T1
31842,T1
31843,T1
31844,T1
31845,T1
31846,T1
31847,T1
31848,T1
31849,T1
31850,T1
31851,T1
31852,T1
31853,T1
31854,T1
31855,T1
31856,T1
31857,T1
31858,T1
31859,T1
31860,T1
31861,T1
31862,T1
31863,T1
31864,T1
31865,T1
31866,T1
31867,T1
31868,T1
31869,T1
31870,T1
31871,T1
31872,T1
31873,T1
31874,T1
31875,T1
31876,T1
31877,T1
31878,T1
31879,T1
31880,T1
31881,T1
31882,T1
31883,T1
31884,T1
31885,T1
31886,T1
31887,T1
31888,T1
31889,T1
31890,T1
31891,T1
31892,T1
31893,T1
31894,T1
31895,T1
31896,T1
31897,T1
31898,T1
31899,T1
31900,T1
31901,T1
31902,T1
31903,T1
31904,T1
31905,T1
31906,T1
31907,T1
31908,T1
31909,T1
31910,T1
31911,T1
31912,T1
31913,T1
31914,T1
31915,T1
31916,T1
31917,T1
31918,T1
31919,T1
32585,T2
32586,T2
32587,T2
32588,T2
32589,T2
32590,T2
32591,T2
32592,T2
32593,T2
32594,T2
32595,T2
32596,T2
32597,T2
32598,T2
32599,T2
32600,T2
32601,T2
32602,T2
32603,T2
32604,T2
32605,T2
32606,T2
32607,T2
32608,T2
32609,T2
32610,T2
32611,T2
32612,T2
32613,T2
32614,T2
32615,T2
32616,T2
32617,T2
32618,T2
32619,T2
32620,T2
32621,T2
32622,T2
32623,T2
32624,T2
32625,T2
32626,T2
32627,T2
32628,T2
32629,T2
32630,T2
32631,T2
32632,T2
32633,T2
32634,T2
32635,T2
32636,T2
32637,T2
32638,T2
32639,T2
32640,T2
32641,T2
32642,T2
32643,T2
32644,T2
32645,T2
32646,T2
32647,T2
32648,T2
32649,T2
32650,T2
32651,T2
32652,T2
32653,T2
32654,T2
32655,T2
32656,T2
32657,T2
32658,T2
32659,T2
32660,T2
32661,T2
32662,T2
32663,T2
32664,T2
32665,T2
32666,T2
32667,T2
32668,T2
32669,T2
32670,T2
32671,T2
32672,T2
32673,T2
32674,T2
32675,T2
32676,T2
32677,T2
32678,T2
32679,T2
32680,T2
32681,T2
32682,T2
32683,T2
32684,T2
32685,T2
32686,T2
32687,T2
32688,T2
32689,T2
32690,T2
32691,T2
32692,T2
32693,T2
32694,T2
32695,T2
32696,T2
32697,T2
32698,T2
32699,T2
32700,T2
32701,T2
32702,T2
32703,T2
32704,T2
32705,T2
32706,T2
32707,T2
32708,T2
32709,T2
32710,T2
32711,T2
32712,T2
32713,T2
32714,T2
32715,T2
32716,T2
32717,T2
32718,T2
32719,T2
32720,T2
32721,T2
32722,T2
32723,T2
32724,T2
32725,T2
32726,T2
32727,T2
32728,T2
32729,T2
32730,T2
32731,T2
32732,T2
32733,T2
32734,T2
32735,T2
32736,T2
32737,T2
32738,T2
32739,T2
32740,T2
32741,T2
32742,T2
32743,T2
32744,T2
32745,T2
32746,T2
32747,T2
32748,T2
32749,T2
32750,T2
32751,T2
32752,T2
32753,T2
32754,T2
32755,T2
32756,T2
32757,T2
32758,T2
32759,T2
32760,T2
32761,T2
32762,T2
32763,T2
32764,T2
32765,T2
32766,T2
32767,T2
32768,T2
32769,T2
32770,T2
32771,T2
32772,T2
32773,T2
32774,T2
32775,T2
32776,T2
32777,T2
32778,T2
32779,T2
32780,T2
32781,T2
32782,T2
32783,T2
32784,T2
32785,T2
32786,T2
32787,T2
32788,T2
32789,T2
32790,T2
32791,T2
32792,T2
32793,T2
32794,T2
32795,T2
32796,T2
32797,T2
32798,T2
32799,T2
32800,T2
32801,T2
32802,T2
32803,T2
32804,T2
32805,T2
32806,T2
32807,T2
32808,T2
32809,T2
32810,T2
32811,T2
32812,T2
32813,T2
32814,T2
32815,T2
32816,T2
32817,T2
32818,T2
32819,T2
32820,T2
32821,T2
32822,T2
32823,T2
32824,T2
32825,T2
32826,T2
32827,T2
32828,T2
32829,T2
32830,T2
32831,T2
32832,T2
32833,T2
32834,T2
32835,T2
32836,T2
32837,T2
32838,T2
32839,T2
32840,T2
32841,T2
32842,T2
32843,T2
32844,T2
32845,T2
32846,T2
32847,T2
32848,T2
32849,T2
32850,T2
32851,T2
32852,T2
32853,T2
32854,T2
32855,T2
32856,T2
32857,T2
32858,T2
32859,T2
32860,T2
32861,T2
32862,T2
32863,T2
32864,T2
32865,T2
32866,T2
32867,T2
32868,T2
32869,T2
32870,T2
32871,T2
32872,T2
32873,T2
32874,T2
32875,T2
32876,T2
32877,T2
32878,T2
32879,T2
32880,T2
32881,T2
32882,T2
32883,T2
32884,T2
32885,T2
32886,T2
32887,T2
32888,T2
32889,T2
32890,T2
32891,T2
32892,T2
32893,T2
32894,T2
32895,T2
32896,T2
32897,T2
32898,T2
32899,T2
32900,T2
32901,T2
32902,T2
32903,T2
32904,T2
32905,T2
32906,T2
32907,T2
32908,T2
32909,T2
32910,T2
32911,T2
32912,T2
32913,T2
32914,T2
32915,T2
32916,T2
32917,T2
32918,T2
32919,T2
32920,T2
32921,T2
32922,T2
32923,T2
32924,T2
32925,T2
32926,T2
32927,T2
32928,T2
32929,T2
32930,T2
32931,T2
32932,T2
32933,T2
32934,T2
32935,T2
32936,T2
32937,T2
32938,T2
32939,T2
32940,T2
32941,T2
32942,T2
32943,T2
32944,T2
32945,T2
32946,T2
32947,T2
32948,T2
32949,T2
32950,T2
32951,T2
32952,T2
32953,T2
32954,T2
32955,T2
32956,T2
32957,T2
32958,T2
32959,T2
32960,T2
32961,T2
32962,T2
32963,T2
32964,T2
32965,T2
32966,T2
32967,T2
32968,T2
32969,T2
32970,T2
32971,T2
32972,T2
32973,T2
32974,T2
32975,T2
32976,T2
32977,T2
32978,T2
32979,T2
32980,T2
32981,T2
32982,T2
32983,T2
32984,T2
32985,T2
32986,T2
32987,T2
32988,T2
32989,T2
32990,T2
32991,T2
32992,T2
32993,T2
32994,T2
32995,T2
32996,T2
32997,T2
32998,T2
32999,T2
33000,T2
33001,T2
33002,T2
33003,T2
33004,T2
33005,T2
33006,T2
33007,T2
33008,T2
33009,T2
33010,T2
33011,T2
33012,T2
33013,T2
33014,T2
33015,T2
33016,T2
33017,T2
33018,T2
33019,T2
33020,T2
33021,T2
33022,T2
33023,T2
33024,T2
33025,T2
33026,T2
33027,T2
33028,T2
33029,T2
33030,T2
33031,T2
33032,T2
33033,T2
33034,T2
33035,T2
33036,T2
33037,T2
33038,T2
33039,T2
33040,T2
33041,T2
33042,T2
33043,T2
33044,T2
33045,T2
33046,T2
33047,T2
33048,T2
33049,T2
33050,T2
33051,T2
33052,T2
33053,T2
33054,T2
33055,T2
33056,T2
33057,T2
33058,T2
33059,T2
33060,T2
33061,T2
33062,T2
33063,T2
33064,T2
33065,T2
33066,T2
33067,T2
33068,T2
33069,T2
33070,T2
33071,T2
33072,T2
33073,T2
33074,T2
33075,T2
33076,T2
33077,T2
33078,T2
33079,T2
33080,T2
33081,T2
33082,T2
33083,T2
33084,T2
33085,T2
33086,T2
33087,T2
33088,T2
33089,T2
33090,T2
33091,T2
33092,T2
33093,T2
33094,T2
33095,T2
33096,T2
33097,T2
33098,T2
33099,T2
33100,T2
33101,T2
33102,T2
33103,T2
33104,T2
33105,T2
33106,T2
33107,T2
33108,T2
33109,T2
33110,T2
33111,T2
33112,T2
33113,T2
33114,T2
33115,T2
33116,T2
33117,T2
33118,T2
33119,T2
33120,T2
33121,T2
33122,T2
33123,T2
33124,T2
33125,T2
33126,T2
33127,T2
33128,T2
33129,T2
33130,T2
33131,T2
33132,T2
33133,T2
33134,T2
33135,T2
33136,T2
33137,T2
33138,T2
33139,T2
33140,T2
33141,T2
33142,T2
33143,T2
33144,T2
33145,T2
33146,T2
33147,T2
33148,T2
33149,T2
33150,T2
33151,T2
33152,T2
33153,T2
33154,T2
33155,T2
33156,T2
33157,T2
33158,T2
33159,T2
33160,T2
33161,T2
33162,T2
33163,T2
33164,T2
33165,T2
33166,T2
33167,T2
33168,T2
33169,T2
33170,T2
33171,T2
33172,T2
33173,T2
33174,T2
33175,T2
33176,T2
33177,T2
33178,T2
33179,T2
33180,T2
33181,T2
33182,T2
33183,T2
33184,T2
33185,T2
33186,T2
33187,T2
33188,T2
33189,T2
33190,T2
33191,T2
33192,T2
33193,T2
33194,T2
33195,T2
33196,T2
33197,T2
33198,T2
33199,T2
33200,T2
33201,T2
33202,T2
33203,T2
33204,T2
33205,T2
33206,T2
33207,T2
33208,T2
33209,T2
33210,T2
33211,T2
33212,T2
33213,T2
33214,T2
33215,T2
33216,T2
33217,T2
33218,T2
33219,T2
33220,T2
33221,T2
33222,T2
33223,T2
33224,T2
33225,T2
33226,T2
33227,T2
33228,T2
33229,T2
33230,T2
33231,T2
33232,T2
33233,T2
33234,T2
33235,T2
33236,T2
33237,T2
33238,T2
33239,T2
33240,T2
33241,T2
33242,T2
33243,T2
33244,T2
33245,T2
33246,T2
33247,T2
33248,T2
33249,T2
33915,T2
33916,T2
33917,T2
33918,T2
33919,T2
33920,T2
33921,T2
33922,T2
33923,T2
33924,T2
33925,T2
33926,T2
33927,T2
33928,T2
33929,T2
33930,T2
33931,T2
33932,T2
33933,T2
33934,T2
33935,T2
33936,T2
33937,T2
33938,T2
33939,T2
33940,T2
33941,T2
33942,T2
33943,T2
33944,T2
33945,T2
33946,T2
33947,T2
33948,T2
33949,T2
33950,T2
33951,T2
33952,T2
33953,T2
33954,T2
33955,T2
33956,T2
33957,T2
33958,T2
33959,T2
33960,T2
33961,T2
33962,T2
33963,T2
33964,T2
33965,T2
33966,T2
33967,T2
33968,T2
33969,T2
33970,T2
33971,T2
33972,T2
33973,T2
33974,T2
33975,T2
33976,T2
33977,T2
33978,T2
33979,T2
33980,T2
33981,T2
33982,T2
33983,T2
33984,T2
33985,T2
33986,T2
33987,T2
33988,T2
33989,T2
33990,T2
33991,T2
33992,T2
33993,T2
33994,T2
33995,T2
33996,T2
33997,T2
33998,T2
33999,T2
34000,T2
34001,T2
34002,T2
34003,T2
34004,T2
34005,T2
34006,T2
34007,T2
34008,T2
34009,T2
34010,T2
34011,T2
34012,T2
34013,T2
34014,T2
34015,T2
34016,T2
34017,T2
34018,T2
34019,T2
34020,T2
34021,T2
34022,T2
34023,T2
34024,T2
34025,T2
34026,T2
34027,T2
34028,T2
34029,T2
34030,T2
34031,T2
34032,T2
34033,T2
34034,T2
34035,T2
34036,T2
34037,T2
34038,T2
34039,T2
34040,T2
34041,T2
34042,T2
34043,T2
34044,T2
34045,T2
34046,T2
34047,T2
34048,T2
34049,T2
34050,T2
34051,T2
34052,T2
34053,T2
34054,T2
34055,T2
34056,T2
34057,T2
34058,T2
34059,T2
34060,T2
34061,T2
34062,T2
34063,T2
34064,T2
34065,T2
34066,T2
34067,T2
34068,T2
34069,T2
34070,T2
34071,T2
34072,T2
34073,T2
34074,T2
34075,T2
34076,T2
34077,T2
34078,T2
34079,T2
34080,T2
34081,T2
34082,T2
34083,T2
34084,T2
34085,T2
34086,T2
34087,T2
34088,T2
34089,T2
34090,T2
34091,T2
34092,T2
34093,T2
34094,T2
34095,T2
34096,T2
34097,T2
34098,T2
34099,T2
34100,T2
34101,T2
34102,T2
34103,T2
34104,T2
34105,T2
34106,T2
34107,T2
34108,T2
34109,T2
34110,T2
34111,T2
34112,T2
34113,T2
34114,T2
34115,T2
34116,T2
34117,T2
34118,T2
34119,T2
34120,T2
34121,T2
34122,T2
34123,T2
34124,T2
34125,T2
34126,T2
34127,T2
34128,T2
34129,T2
34130,T2
34131,T2
34132,T2
34133,T2
34134,T2
34135,T2
34136,T2
34137,T2
34138,T2
34139,T2
34140,T2
34141,T2
34142,T2
34143,T2
34144,T2
34145,T2
34146,T2
34147,T2
34148,T2
34149,T2
34150,T2
34151,T2
34152,T2
34153,T2
34154,T2
34155,T2
34156,T2
34157,T2
34158,T2
34159,T2
34160,T2
34161,T2
34162,T2
34163,T2
34164,T2
34165,T2
34166,T2
34167,T2
34168,T2
34169,T2
34170,T2
34171,T2
34172,T2
34173,T2
34174,T2
34175,T2
34176,T2
34177,T2
34178,T2
34179,T2
34180,T2
34181,T2
34182,T2
34183,T2
34184,T2
34185,T2
34186,T2
34187,T2
34188,T2
34189,T2
34190,T2
34191,T2
34192,T2
34193,T2
34194,T2
34195,T2
34196,T2
34197,T2
34198,T2
34199,T2
34200,T2
34201,T2
34202,T2
34203,T2
34204,T2
34205,T2
34206,T2
34207,T2
34208,T2
34209,T2
34210,T2
34211,T2
34212,T2
34213,T2
34214,T2
34215,T2
34216,T2
34217,T2
34218,T2
34219,T2
34220,T2
34221,T2
34222,T2
34223,T2
34224,T2
34225,T2
34226,T2
34227,T2
34228,T2
34229,T2
34230,T2
34231,T2
34232,T2
34233,T2
34234,T2
34235,T2
34236,T2
34237,T2
34238,T2
34239,T2
34240,T2
34241,T2
34242,T2
34243,T2
34244,T2
34245,T2
34246,T2
34247,T2
34248,T2
34249,T2
34250,T2
34251,T2
34252,T2
34253,T2
34254,T2
34255,T2
34256,T2
34257,T2
34258,T2
34259,T2
34260,T2
34261,T2
34262,T2
34263,T2
34264,T2
34265,T2
34266,T2
34267,T2
34268,T2
34269,T2
34270,T2
34271,T2
34272,T2
34273,T2
34274,T2
34275,T2
34276,T2
34277,T2
34278,T2
34279,T2
34280,T2
34281,T2
34282,T2
34283,T2
34284,T2
34285,T2
34286,T2
34287,T2
34288,T2
34289,T2
34290,T2
34291,T2
34292,T2
34293,T2
34294,T2
34295,T2
34296,T2
34297,T2
34298,T2
34299,T2
34300,T2
34301,T2
34302,T2
34303,T2
34304,T2
34305,T2
34306,T2
34307,T2
34308,T2
34309,T2
34310,T2
34311,T2
34312,T2
34313,T2
34314,T2
34315,T2
34316,T2
34317,T2
34318,T2
34319,T2
34320,T2
34321,T2
34322,T2
34323,T2
34324,T2
34325,T2
34326,T2
34327,T2
34328,T2
34329,T2
34330,T2
34331,T2
34332,T2
34333,T2
34334,T2
34335,T2
34336,T2
34337,T2
34338,T2
34339,T2
34340,T2
34341,T2
34342,T2
34343,T2
34344,T2
34345,T2
34346,T2
34347,T2
34348,T2
34349,T2
34350,T2
34351,T2
34352,T2
34353,T2
34354,T2
34355,T2
34356,T2
34357,T2
34358,T2
34359,T2
34360,T2
34361,T2
34362,T2
34363,T2
34364,T2
34365,T2
34366,T2
34367,T2
34368,T2
34369,T2
34370,T2
34371,T2
34372,T2
34373,T2
34374,T2
34375,T2
34376,T2
34377,T2
34378,T2
34379,T2
34380,T2
34381,T2
34382,T2
34383,T2
34384,T2
34385,T2
34386,T2
34387,T2
34388,T2
34389,T2
34390,T2
34391,T2
34392,T2
34393,T2
34394,T2
34395,T2
34396,T2
34397,T2
34398,T2
34399,T2
34400,T2
34401,T2
34402,T2
34403,T2
34404,T2
34405,T2
34406,T2
34407,T2
34408,T2
34409,T2
34410,T2
34411,T2
34412,T2
34413,T2
34414,T2
34415,T2
34416,T2
34417,T2
34418,T2
34419,T2
34420,T2
34421,T2
34422,T2
34423,T2
34424,T2
34425,T2
34426,T2
34427,T2
34428,T2
34429,T2
34430,T2
34431,T2
34432,T2
34433,T2
34434,T2
34435,T2
34436,T2
34437,T2
34438,T2
34439,T2
34440,T2
34441,T2
34442,T2
34443,T2
34444,T2
34445,T2
34446,T2
34447,T2
34448,T2
34449,T2
34450,T2
34451,T2
34452,T2
34453,T2
34454,T2
34455,T2
34456,T2
34457,T2
34458,T2
34459,T2
34460,T2
34461,T2
34462,T2
34463,T2
34464,T2
34465,T2
34466,T2
34467,T2
34468,T2
34469,T2
34470,T2
34471,T2
34472,T2
34473,T2
34474,T2
34475,T2
34476,T2
34477,T2
34478,T2
34479,T2
34480,T2
34481,T2
34482,T2
34483,T2
34484,T2
34485,T2
34486,T2
34487,T2
34488,T2
34489,T2
34490,T2
34491,T2
34492,T2
34493,T2
34494,T2
34495,T2
34496,T2
34497,T2
34498,T2
34499,T2
34500,T2
34501,T2
34502,T2
34503,T2
34504,T2
34505,T2
34506,T2
34507,T2
34508,T2
34509,T2
34510,T2
34511,T2
34512,T2
34513,T2
34514,T2
34515,T2
34516,T2
34517,T2
34518,T2
34519,T2
34520,T2
34521,T2
34522,T2
34523,T2
34524,T2
34525,T2
34526,T2
34527,T2
34528,T2
34529,T2
34530,T2
34531,T2
34532,T2
34533,T2
34534,T2
34535,T2
34536,T2
34537,T2
34538,T2
34539,T2
34540,T2
34541,T2
34542,T2
34543,T2
34544,T2
34545,T2
34546,T2
34547,T2
34548,T2
34549,T2
34550,T2
34551,T2
34552,T2
34553,T2
34554,T2
34555,T2
34556,T2
34557,T2
34558,T2
34559,T2
34560,T2
34561,T2
34562,T2
34563,T2
34564,T2
34565,T2
34566,T2
34567,T2
34568,T2
34569,T2
34570,T2
34571,T2
34572,T2
34573,T2
34574,T2
34575,T2
34576,T2
34577,T2
34578,T2
34579,T2
35245,T1
35246,T1
35247,T1
35248,T1
35249,T1
35250,T1
35251,T1
35252,T1
35253,T1
35254,T1
35255,T1
35256,T1
35257,T1
35258,T1
35259,T1
35260,T1
35261,T1
35262,T1
35263,T1
35264,T1
35265,T1
35266,T1
35267,T1
35268,T1
35269,T1
35270,T1
35271,T1
35272,T1
35273,T1
35274,T1
35275,T1
35276,T1
35277,T1
35278,T1
35279,T1
35280,T1
35281,T1
35282,T1
35283,T1
35284,T1
35285,T1
35286,T1
35287,T1
35288,T1
35289,T1
35290,T1
35291,T1
35292,T1
35293,T1
35294,T1
35295,T1
35296,T1
35297,T1
35298,T1
35299,T1
35300,T1
35301,T1
35302,T1
35303,T1
35304,T1
35305,T1
35306,T1
35307,T1
35308,T1
35309,T1
35310,T1
35311,T1
35312,T1
35313,T1
35314,T1
35315,T1
35316,T1
35317,T1
35318,T1
35319,T1
35320,T1
35321,T1
35322,T1
35323,T1
35324,T1
35325,T1
35326,T1
35327,T1
35328,T1
35329,T1
35330,T1
35331,T1
35332,T1
35333,T1
35334,T1
35335,T1
35336,T1
35337,T1
35338,T1
35339,T1
35340,T1
35341,T1
35342,T1
35343,T1
35344,T1
35345,T1
35346,T1
35347,T1
35348,T1
35349,T1
35350,T1
35351,T1
35352,T1
35353,T1
35354,T1
35355,T1
35356,T1
35357,T1
35358,T1
35359,T1
35360,T1
35361,T1
35362,T1
35363,T1
35364,T1
35365,T1
35366,T1
35367,T1
35368,T1
35369,T1
35370,T1
35371,T1
35372,T1
35373,T1
35374,T1
35375,T1
35376,T1
35377,T1
35378,T1
35379,T1
35380,T1
35381,T1
35382,T1
35383,T1
35384,T1
35385,T1
35386,T1
35387,T1
35388,T1
35389,T1
35390,T1
35391,T1
35392,T1
35393,T1
35394,T1
35395,T1
35396,T1
35397,T1
35398,T1
35399,T1
35400,T1
35401,T1
35402,T1
35403,T1
35404,T1
35405,T1
35406,T1
35407,T1
35408,T1
35409,T1
35410,T1
35411,T1
35412,T1
35413,T1
35414,T1
35415,T1
35416,T1
35417,T1
35418,T1
35419,T1
35420,T1
35421,T1
35422,T1
35423,T1
35424,T1
35425,T1
35426,T1
35427,T1
35428,T1
35429,T1
35430,T1
35431,T1
35432,T1
35433,T1
35434,T1
35435,T1
35436,T1
35437,T1
35438,T1
35439,T1
35440,T1
35441,T1
35442,T1
35443,T1
35444,T1
35445,T1
35446,T1
35447,T1
35448,T1
35449,T1
35450,T1
35451,T1
35452,T1
35453,T1
35454,T1
35455,T1
35456,T1
35457,T1
35458,T1
35459,T1
35460,T1
35461,T1
35462,T1
35463,T1
35464,T1
35465,T1
35466,T1
35467,T1
35468,T1
35469,T1
35470,T1
35471,T1
35472,T1
35473,T1
35474,T1
35475,T1
35476,T1
35477,T1
35478,T1
35479,T1
35480,T1
35481,T1
35482,T1
35483,T1
35484,T1
35485,T1
35486,T1
35487,T1
35488,T1
35489,T1
35490,T1
35491,T1
35492,T1
35493,T1
35494,T1
35495,T1
35496,T1
35497,T1
35498,T1
35499,T1
35500,T1
35501,T1
35502,T1
35503,T1
35504,T1
35505,T1
35506,T1
35507,T1
35508,T1
35509,T1
35510,T1
35511,T1
35512,T1
35513,T1
35514,T1
35515,T1
35516,T1
35517,T1
35518,T1
35519,T1
35520,T1
35521,T1
35522,T1
35523,T1
35524,T1
35525,T1
35526,T1
35527,T1
35528,T1
35529,T1
35530,T1
35531,T1
35532,T1
35533,T1
35534,T1
35535,T1
35536,T1
35537,T1
35538,T1
35539,T1
35540,T1
35541,T1
35542,T1
35543,T1
35544,T1
35545,T1
35546,T1
35547,T1
35548,T1
35549,T1
35550,T1
35551,T1
35552,T1
35553,T1
35554,T1
35555,T1
35556,T1
35557,T1
35558,T1
35559,T1
35560,T1
35561,T1
35562,T1
35563,T1
35564,T1
35565,T1
35566,T1
35567,T1
35568,T1
35569,T1
35570,T1
35571,T1
35572,T1
35573,T1
35574,T1
35575,T1
35576,T1
35577,T1
35578,T1
35579,T1
35580,T1
35581,T1
35582,T1
35583,T1
35584,T1
35585,T1
35586,T1
35587,T1
35588,T1
35589,T1
35590,T1
35591,T1
35592,T1
35593,T1
35594,T1
35595,T1
35596,T1
35597,T1
35598,T1
35599,T1
35600,T1
35601,T1
35602,T1
35603,T1
35604,T1
35605,T1
35606,T1
35607,T1
35608,T1
35609,T1
35610,T1
35611,T1
35612,T1
35613,T1
35614,T1
35615,T1
35616,T1
35617,T1
35618,T1
35619,T1
35620,T1
35621,T1
35622,T1
35623,T1
35624,T1
35625,T1
35626,T1
35627,T1
35628,T1
35629,T1
35630,T1
35631,T1
35632,T1
35633,T1
35634,T1
35635,T1
35636,T1
35637,T1
35638,T1
35639,T1
35640,T1
35641,T1
35642,T1
35643,T1
35644,T1
35645,T1
35646,T1
35647,T1
35648,T1
35649,T1
35650,T1
35651,T1
35652,T1
35653,T1
35654,T1
